西暦,町丁コード,都道府県,市区町村,行政区,町丁名,X_CODE,Y_CODE,性別,年齢5歳階級,将来推計人口
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,男,35～39歳,52
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,男,40～44歳,61
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,男,45～49歳,68
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,男,50～54歳,78
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,男,55～59歳,63
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,男,60～64歳,141
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,男,65～69歳,76
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,男,70～74歳,65
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,男,75～79歳,52
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,男,80～84歳,51
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,男,85～89歳,42
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,男,90～94歳,14
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,男,95～99歳,4
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,男,100歳以上,1
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,女,0～4歳,22
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,女,5～9歳,19
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,女,10～14歳,20
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,女,15～19歳,23
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,女,20～24歳,40
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,女,25～29歳,57
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,女,30～34歳,53
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,女,35～39歳,40
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,女,40～44歳,42
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,女,45～49歳,45
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,女,50～54歳,55
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,女,55～59歳,43
