町丁コード,区,町丁名,緯度,経度,総人口,高齢化率,後期高齢化率,高齢者人口,最寄りAED距離_km,最寄りAED名,500m以内AED数,1km以内AED数,高齢化率_norm,距離_norm,人口_norm,リスクスコア
40014,高津区,坂戸３丁目,35.5940977,139.6233129,4003,24.831,13.59,994,0.25041890137467887,坂戸小学校,6,32,24.831,21.019374276019693,15.2317880794702,20.426586134248936
40016,高津区,下野毛１丁目,35.5989364,139.6374298,1312,26.829,14.939,352,0.02668556684908058,生活づくり支援ホーム下野毛,6,14,26.829000000000004,2.205927664264051,4.9897236812057555,10.427988170067346
40017,高津区,下野毛２丁目,35.5953956,139.635925,1175,14.809,9.277,174,0.2123315807227709,セブン‐イレブン　川崎下野毛３丁目店,10,20,14.809,17.81666076357479,4.468295653497754,12.909853001479242
40018,高津区,下野毛３丁目,35.595659,139.640058,1894,17.793,11.404,337,0.03531591916098881,あゆみ製薬株式会社多摩川工場,9,17,17.793,2.931642823361857,7.204841287965288,8.672009515734329
40021,高津区,久本１丁目,35.5971663,139.6113144,2151,18.875,8.322,406,0.12752729019207115,中部児童相談所,22,55,18.875,10.685577701097168,8.182994595417522,12.391629459064124
40022,高津区,久本２丁目,35.594993,139.613968,2949,18.21,8.206,537,0.24209824956054202,レディースクリニック溝の口,18,53,18.21,20.31970143105809,11.220217705716678,16.95694588413824
40023,高津区,久本３丁目,35.595994,139.617343,7616,22.663,12.224,1726,0.061144439572157976,高津高校,17,50,22.663,5.103529685221396,28.983025043769505,17.535219387219406
40026,高津区,向ケ丘,35.593877,139.594688,2459,18.381,10.777,452,0.21896871437496246,保育園　きのね,6,28,18.381,18.374768744602115,9.355256146761057,15.670784341869162
40027,高津区,北見方１丁目,35.5981863,139.6277325,2916,13.786,7.545,402,0.3065308021346518,セブン‐イレブン　川崎坂戸２丁目店,6,24,13.785999999999998,25.737751407752373,11.094618253787015,17.759286039237054
40028,高津区,北見方２丁目,35.6014023,139.6317217,5514,14.49,7.962,799,0.2572582947780516,セブン‐イレブン　川崎高津諏訪店,2,13,14.49,21.594490017820004,20.982720560249675,19.279612175202903
40029,高津区,北見方３丁目,35.597837,139.632118,1313,18.05,10.129,237,0.41198088975747965,東高津こども文化センター,3,19,18.05,34.604912834115694,4.993529725203624,20.755024051207368
40030,高津区,諏訪１丁目,35.6056207,139.6245514,1937,16.933,10.842,328,0.09753054123584548,セブン‐イレブン　川崎諏訪店,5,20,16.933,8.163189894153632,7.368501179873639,10.555726311623545
40031,高津区,諏訪２丁目,35.6044219,139.629071,2084,17.802,10.221,371,0.22015717779511948,セブン‐イレブン　川崎高津諏訪店,3,13,17.802,18.47470509585062,7.9279896475603255,15.108878932608347
40032,高津区,諏訪３丁目,35.6023147,139.6258322,2751,13.922,8.542,383,0.03256006752281596,小黒恵子童謡記念館,6,19,13.922,2.6999068249036027,10.466620994138692,8.396549028203049
40033,高津区,瀬田,35.6071957,139.6250135,810,19.506,9.63,158,0.11995551684038691,多摩川緑地バーベキュー広場,4,16,19.506,10.048877077069564,3.0790895942757097,10.795077709110538
40034,高津区,二子１丁目,35.599536,139.6079812,4577,13.743,7.035,629,0.011117480872058284,高津区役所,17,52,13.743,0.8968274579985429,17.416457334246786,9.706568183473452
40035,高津区,二子２丁目,35.599536,139.6079812,2423,14.981,8.791,363,0.011117480872058284,高津区役所,17,52,14.981,0.8968274579985429,9.218238562837787,7.618502552050753
40036,高津区,二子３丁目,35.599536,139.6079812,3007,14.699,7.35,442,0.011117480872058284,高津区役所,17,52,14.699000000000002,0.8968274579985429,11.440968257593058,8.200721460477334
40037,高津区,二子４丁目,35.599536,139.6079812,1801,17.213,9.772,310,0.011117480872058284,高津区役所,17,52,17.213,0.8968274579985429,6.850879196163508,7.5778947420484695
40038,高津区,二子５丁目,35.599536,139.6079812,1592,19.095,8.794,304,0.011117480872058284,高津区役所,17,52,19.095,0.8968274579985429,6.055416000608967,7.903855783382107
40039,高津区,二子６丁目,35.599536,139.6079812,1640,14.024,6.89,230,0.011117480872058284,高津区役所,17,52,14.024000000000001,0.8968274579985429,6.23810611250666,6.437362816951415
40040,高津区,溝口１丁目,35.5997928,139.6131876,1384,13.15,6.864,182,0.041747461451354745,サンドラッグ　溝ノ口店,29,56,13.15,3.472462892787873,5.263758849052294,6.913112811830838
40041,高津区,溝口２丁目,35.6022518,139.6107168,3159,14.941,7.914,472,0.09913673870845713,有限会社伊藤工務店,27,57,14.941,8.298252961367064,12.019486945269087,11.407447268127552
40042,高津区,溝口３丁目,35.6036704,139.6128512,3707,15.026,6.96,557,0.022986104031242544,川崎市大山街道ふるさと館,21,57,15.026,1.8948446226460045,14.105199056101089,9.49729756588873
40043,高津区,溝口４丁目,35.6046655,139.615588,1757,17.075,10.131,300,0.0746414775134241,高津図書館,18,53,17.075,6.23847814188867,6.683413260257288,9.622915234832654
40044,高津区,溝口５丁目,35.6070572,139.614768,3245,17.75,9.307,576,0.08484695663703301,高津休日急患診療所,10,45,17.75,7.096643676526225,12.346806729085788,11.867699489336227
40045,高津区,溝口６丁目,35.608341,139.612497,3079,13.316,6.853,410,0.16903296419729458,高津休日急患診療所,9,35,13.316,14.175736124015872,11.715003425439598,13.179595477238227
40046,高津区,久地１丁目,35.606678,139.606989,3251,15.626,8.244,508,0.19895551596116662,くじ老人いこいの家,7,44,15.625999999999998,16.691884785058118,12.369642993073,15.075446811945147
40047,高津区,久地２丁目,35.611866,139.612344,2430,19.588,11.687,476,0.16381414023105467,有限会社　甘利製作所　玉川工場,6,22,19.588,13.736891969329697,9.244880870822866,14.14462104897874
40048,高津区,久地３丁目,35.6100158,139.6041036,3944,11.258,5.527,444,0.038804254254270906,（株）日経東京製作センター 川崎工場,8,25,11.258,3.2249724078001014,15.007231483595952,9.169558408198826
40049,高津区,久地４丁目,35.6098493,139.5980466,3187,16.881,9.445,538,0.24695812351929286,久地小学校,4,17,16.881,20.728361944059827,12.126056177209408,16.993461630786754
40050,高津区,下作延１丁目,35.6018897,139.607448,1069,18.335,10.571,196,0.18510068798308613,アルス溝口ヒルトップステージ弐番館,14,52,18.335,15.526850227139558,4.064854989723681,12.930696587772928
40051,高津区,下作延２丁目,35.5983635,139.6066355,5618,18.868,11.267,1060,0.11498526231947896,みぞのくち市税事務所,10,48,18.868,9.630934805417414,21.378549136028013,15.926338662975368
40052,高津区,下作延３丁目,35.5939164,139.6010918,4106,19.605,11.374,805,0.26200247231780593,上作延こども文化センター,6,29,19.605,21.99342176864789,15.623810611250665,19.366011890834354
40053,高津区,下作延４丁目,35.59895,139.602468,3901,12.638,6.409,493,0.21068564966547587,セブン‐イレブン　川崎下作延店,10,35,12.638,17.678256550636608,14.8435715916876,15.315774097760922
40054,高津区,下作延５丁目,35.604043,139.598006,3167,20.051,13.483,635,0.15991618569303667,子ども夢パーク,6,19,20.051,13.4091180157901,12.049935297252036,14.993927795491649
40055,高津区,下作延６丁目,35.607085,139.599078,3030,24.851,14.191,753,0.0983429788327336,かわさき北部斎苑,4,20,24.851,8.231506720463164,11.528507269544036,14.206454869048475
40056,高津区,下作延７丁目,35.6040939,139.6041438,2106,17.759,9.734,374,0.20175826938531907,セブン‐イレブン　川崎津田山店,7,46,17.759,16.92756469401319,8.011722615513435,14.502242662259306
40057,高津区,上作延１丁目,35.5999022,139.5951779,3094,19.522,12.185,604,0.2891434243740206,上作延小学校,4,21,19.522,24.275669309384345,11.772094085407629,19.098495949376026
40058,高津区,上作延２丁目,35.6005663,139.5906289,1182,17.259,10.575,204,0.07243547341654202,大東建託 川崎支店,6,19,17.259,6.052978111729969,4.494937961482835,8.947372633136839
40059,高津区,上作延３丁目,35.5979852,139.5896164,1637,34.209,22.724,560,0.10304396621315808,南原小学校,6,17,34.209,8.626806666676739,6.226687980513055,15.581429060824613
40060,高津区,上作延４丁目,35.5968925,139.5935029,1864,18.133,10.086,338,0.3570799429585813,南原小学校,6,23,18.133,29.988363254116766,7.090659968029231,19.562443292055477
40061,高津区,上作延５丁目,35.5960856,139.5976576,3452,24.392,14.426,842,0.22424662875655887,上作延こども文化センター,3,30,24.392,18.818581735858547,13.134657836644593,18.785430045336796
41001,高津区,明津,35.5678808,139.6366588,3367,20.493,10.93,690,0.2189516068230665,株式会社リブワークス 東神奈川支店,13,32,20.493,18.373330192698642,12.81114409682576,17.340575306127185
41002,高津区,蟹ケ谷,35.5651289,139.6316175,8250,24.461,13.867,2018,0.3176956391732333,蟹ケ谷保育園,8,24,24.461,26.676588108147026,31.39605693841821,27.427752324784272
41003,高津区,子母口,35.5719091,139.6288304,9905,22.554,13.286,2234,0.1976017960719357,社会福祉法人円融会　障害福祉施設ナーシングピア子母口,12,21,22.554,16.578052231150494,37.695059754890764,24.705938818927425
41005,高津区,新作１丁目,35.586338,139.610062,1127,21.384,13.753,241,0.14705000947748448,橘処理センター,6,23,21.384,12.327217905366295,4.28560554160006,12.631768824626535
41006,高津区,新作２丁目,35.5832653,139.6143317,1798,22.303,11.791,401,0.3945135180784858,川崎市民プラザ,1,17,22.303,33.136104150656664,6.839461064169902,21.99717997951364
41007,高津区,新作３丁目,35.5861756,139.6156866,2616,25.497,15.099,667,0.34115831256201645,セブン‐イレブン　川崎新作店,5,19,25.496999999999996,28.649533955062957,9.95280505442643,22.09475509835311
41008,高津区,新作４丁目,35.5866889,139.6203293,2819,22.455,12.735,633,0.08479197358235914,セブン‐イレブン　川崎新作店,6,23,22.455,7.092020222601258,10.725431985993758,12.79093768483863
41009,高津区,新作５丁目,35.587628,139.624588,3842,16.372,8.563,629,0.2630768521681637,セブン‐イレブン　川崎末長東店,5,26,16.372,22.08376498012467,14.619014995813352,18.130810490793873
41010,高津区,新作６丁目,35.5857002,139.6251899,4062,15.707,8.838,638,0.3158052560432108,セブン‐イレブン　川崎新城店,5,21,15.707,26.517628236709662,15.456344675344447,19.9560546972872
41012,高津区,千年,35.5779867,139.6228447,13304,19.062,11.064,2536,0.37827820981786014,橘小学校,3,19,19.062,31.770898085881683,50.631803303646194,33.61650022544653
41013,高津区,千年新町,35.581997,139.628216,3085,25.835,15.494,797,0.05411879097225928,セブン‐イレブン　川崎千年新町店,5,26,25.835,4.512751984940765,11.73783968942681,13.076952700804348
41015,高津区,久末,35.5663762,139.6208738,14510,30.386,19.394,4409,0.23732256262376514,久末小学校,2,12,30.386000000000003,19.918120095804575,55.22189236507574,33.64961574784455
41016,高津区,末長１丁目,35.5927137,139.6066042,8250,17.661,10.012,1457,0.06291402874137081,（株）ガイアフィールド　梶ヶ谷駅前オフィス,6,37,17.661,5.252332148789549,31.39605693841821,16.81804994104128
41017,高津区,末長２丁目,35.589939,139.613198,3815,17.51,10.197,668,0.19202716808559064,末長老人いこいの家,4,34,17.51,16.109288976788406,14.5162518078709,16.051591133076634
41018,高津区,末長３丁目,35.5903447,139.6202077,4867,17.629,9.143,858,0.08201861066819814,末長小学校,8,27,17.629,6.858811723602995,18.520210093628684,13.588287717529804
41019,高津区,末長４丁目,35.590903,139.625436,4959,13.995,6.836,694,0.25650051513522626,セブン‐イレブン　川崎末長東店,5,26,13.995,21.530769308145697,18.870366141432594,18.471917565688056
41020,高津区,北野川,35.579726,139.620171,388,22.938,14.948,89,0.2051856690434845,橘小学校,4,13,22.938,17.21577029655682,1.4729390271751541,14.209589826775275
41021,高津区,東野川１丁目,35.572079,139.618276,2165,31.132,19.677,674,0.09321098529003263,セブン‐イレブン　川崎野川東店,4,14,31.132000000000005,7.799964023742517,8.236279211387684,14.930469372913313
41022,高津区,東野川２丁目,35.5681441,139.6138797,1935,23.411,12.817,453,0.36924457192566407,セブン‐イレブン　川崎野川くぬぎ坂店,4,13,23.411,31.011271164148578,7.360889091877902,21.6360751932228
50001,宮前区,有馬１丁目,35.578103,139.578515,4186,17.893,9.484,749,0.36509911395549277,セブン‐イレブン　川崎鷺沼中央店,5,21,17.893,30.662684967243838,15.928294131080156,22.41146222622158
50002,宮前区,有馬２丁目,35.578585,139.585061,1856,21.713,10.506,403,0.0904593170633665,㈱TOKAI川崎支店,8,18,21.713,7.5685798029449485,7.060211616046281,11.659395405991864
50003,宮前区,有馬３丁目,35.5743248,139.5874819,1880,19.255,9.894,362,0.35445644128904813,有馬・野川生涯学習支援施設,4,16,19.255,29.76775639327383,7.151556671995128,19.829069558908074
50004,宮前区,有馬４丁目,35.575604,139.58013,2516,23.649,13.355,595,0.28792631591882084,有馬老人いこいの家,3,18,23.649,24.173324234202905,9.572200654639568,19.63568989007303
50005,宮前区,有馬５丁目,35.573262,139.580892,1802,17.814,9.434,321,0.20581532741178993,セブン‐イレブン　川崎有馬６丁目店,5,14,17.814,17.268717454032824,6.854685240161376,14.308092553661542
50006,宮前区,有馬６丁目,35.570325,139.583039,2730,23.333,12.491,637,0.23025001850438104,セブン‐イレブン　川崎有馬６丁目店,2,9,23.333,19.32339901196852,10.38669407018345,17.845267825842445
50007,宮前区,有馬７丁目,35.570958,139.57781,2788,14.885,7.317,415,0.0414614276205185,有馬中学校,4,8,14.885000000000002,3.448410678051951,10.60744462205983,9.02709765783873
50008,宮前区,有馬８丁目,35.573306,139.574567,3081,17.137,8.244,528,0.2844653812410017,西有馬小学校,3,10,17.137,23.88229871524755,11.722615513435334,18.21080414012962
50009,宮前区,有馬９丁目,35.572188,139.570378,1908,17.872,8.019,341,0.5214954095017239,セブン‐イレブン　川崎有馬７丁目店,0,7,17.872,43.813847098601286,7.25812590393545,25.06457661062115
50010,宮前区,梶ケ谷,35.58194,139.605476,2705,21.479,12.015,581,0.1318343951490406,梶ケ谷老人いこいの家,4,21,21.479,11.047756583966773,10.291542970236737,13.95026552465773
50011,宮前区,けやき平,35.5891669,139.5786951,3022,38.021,25.149,1149,0.018473129357135906,宮前区役所,7,18,38.021,1.5153544216371055,11.498058917561087,15.461859443923167
50012,宮前区,小台１丁目,35.581471,139.577296,3742,17.21,9.621,644,0.21611876008058722,土橋小学校,5,21,17.21,18.135119775543203,14.23841059602649,16.688571089025228
50013,宮前区,小台２丁目,35.582278,139.581834,4741,14.512,6.665,688,0.16194985718011112,セブン‐イレブン　川崎小台２丁目店,6,28,14.512,13.580126819771197,18.040648549897238,15.19784529287765
50014,宮前区,鷺沼１丁目,35.576974,139.572934,4594,18.024,9.643,828,0.1888164411819667,セブン‐イレブン　川崎鷺沼中央店,3,13,18.024,15.839303105821351,17.48116008221055,16.987269266991706
50015,宮前区,鷺沼２丁目,35.574646,139.569128,1933,19.607,9.881,379,0.24525155085186937,鷺沼小学校,1,7,19.607,20.584858456590105,7.353277003882165,16.32202648380069
50016,宮前区,鷺沼３丁目,35.579103,139.56924,2871,19.122,10.066,549,0.259403583755026,鷺沼小学校,4,7,19.122,21.774884592104943,10.923346273882926,17.723557719006855
50017,宮前区,鷺沼４丁目,35.582943,139.567685,4094,14.411,7.059,590,0.5176475022818705,水運用センター,0,13,14.411,43.49028155928994,15.578138083276244,26.392854048698847
50018,宮前区,神木１丁目,35.593385,139.580384,614,36.482,24.756,224,0.21349146828548232,平小学校,5,19,36.482,17.914194207944988,2.3331049706934612,18.81020917438603
50019,宮前区,神木２丁目,35.594734,139.5830449,1639,21.293,12.264,349,0.28472965331086575,平小学校,4,24,21.293,23.904521011660858,6.234300068508792,17.81999842521698
50020,宮前区,土橋１丁目,35.587051,139.576673,3168,19.634,9.817,622,0.27303220046095644,富士見台小学校,8,18,19.634,22.92089733684311,12.053741341249905,18.67468133711222
50021,宮前区,土橋２丁目,35.584926,139.575955,3611,14.234,7.311,514,0.23524408148558937,土橋小学校,6,18,14.234,19.743343306241563,13.7398188323057,16.289482972188335
50022,宮前区,土橋３丁目,35.582518,139.573235,2041,24.155,14.846,493,0.10340872565538699,水運用センター,5,16,24.155,8.657478816211624,7.764329755651975,13.038790453180242
50023,宮前区,土橋４丁目,35.586192,139.570235,3645,19.863,7.929,724,0.21996591193784318,セブン‐イレブン　川崎土橋南店,3,18,19.863,18.458621797391096,13.869224328233235,17.503116017426407
50024,宮前区,土橋５丁目,35.589782,139.568083,1059,16.714,7.46,177,0.0867762138556853,日産部品中央販売株式会社 川崎支店,4,14,16.714,7.258872419777294,4.026794549744995,9.125787332834415
50025,宮前区,土橋６丁目,35.589136,139.571104,1819,18.417,9.621,335,0.2845971954978588,日産部品中央販売株式会社 川崎支店,3,18,18.417,23.893382805552232,6.919387988125143,17.158269518658436
50026,宮前区,土橋７丁目,35.590547,139.575373,1677,21.705,13.298,364,0.33789668391088834,宮前区役所,4,19,21.705,28.375267822010038,6.378929740427799,19.775286050932355
50028,宮前区,東有馬１丁目,35.576096,139.589251,2089,20.297,12.638,424,0.39639939554274517,中有馬保育園,3,16,20.297,33.29468514648989,7.9470198675496695,21.791080018860857
50029,宮前区,東有馬２丁目,35.575382,139.594066,3596,15.684,9.538,564,0.19267635612289086,宮前休日急患診療所,3,15,15.683999999999997,16.16387835886075,13.682728172337672,15.275569795245602
50030,宮前区,東有馬３丁目,35.572447,139.591135,1952,28.945,16.957,565,0.28163836814471854,有馬・野川生涯学習支援施設,3,11,28.945,23.644578841852596,7.425591839841669,20.369009088693538
50031,宮前区,東有馬４丁目,35.569544,139.588441,2327,30.468,18.694,709,0.1871676810986085,有馬・野川生涯学習支援施設,2,7,30.468,15.700661003741995,8.852858339042399,18.076521903209517
50032,宮前区,東有馬５丁目,35.569215,139.595067,2880,37.153,26.111,1070,0.2422089248799458,セブン‐イレブン　川崎東有馬店,2,10,37.153,20.329007975463988,10.957600669863744,22.56478339114472
50034,宮前区,宮崎,35.5743248,139.5874819,5487,17.332,9.732,951,0.35445644128904813,有馬・野川生涯学習支援施設,4,16,17.332,29.76775639327383,20.879957372307224,23.3706897690017
50035,宮前区,宮崎１丁目,35.584751,139.593441,3581,23.485,12.427,841,0.08192220517270445,宮崎こども文化センター,8,24,23.485,6.8507051102259755,13.625637512369643,13.873473297801283
50036,宮前区,宮崎２丁目,35.588048,139.591687,4656,18.879,9.944,879,0.008009991228825866,株式会社　自在空間　川崎支店,11,26,18.879,0.63552267467915,17.717134810078406,11.233049512895182
50037,宮前区,宮崎３丁目,35.591563,139.591243,4620,15.649,6.991,723,0.15819514332536716,クレアホームズ宮崎台,10,29,15.649,13.264397789949033,17.580117226155135,15.274494283826154
50038,宮前区,宮崎４丁目,35.59393,139.587005,1124,14.324,7.028,161,0.26248273628976737,セブン‐イレブン　川崎宮崎北店,5,27,14.324,22.033806544636704,4.274187409606455,14.39297884073662
50039,宮前区,宮崎５丁目,35.591243,139.58665,2045,20.196,12.127,413,0.2192439263106374,宮前平こども文化センター,7,27,20.196,18.39791096017637,7.77955393164345,15.751830563563587
50040,宮前区,宮崎６丁目,35.591282,139.580981,2446,21.423,13.982,524,0.08455822773503216,セブン‐イレブン　川崎宮前店,8,22,21.423,7.072364836743223,9.305777574788765,12.047579207133918
50041,宮前区,宮前平１丁目,35.584839,139.585832,3184,16.426,8.982,523,0.3349289012038009,セブン‐イレブン　川崎小台２丁目店,4,30,16.426,28.125710814184306,12.114638045215804,19.812475739238465
50042,宮前区,宮前平２丁目,35.587782,139.581604,4880,15.164,7.91,740,0.2106693489634171,富士見台小学校,9,24,15.164,17.676885845691963,18.569688665600975,17.190860937957076
50043,宮前区,宮前平３丁目,35.587669,139.586497,5884,12.407,6.016,730,0.15676051464634316,宮前平小学校,7,30,12.407,13.14376172059557,22.390956839461065,15.696891740076547
50044,宮前区,馬絹１丁目,35.581546,139.587416,4059,13.008,6.8,528,0.2077239167017076,宮崎小学校,8,23,13.008000000000001,17.429208257898825,15.44492654335084,15.507561266164782
50045,宮前区,馬絹２丁目,35.581163,139.592254,1643,18.32,8.825,301,0.18356863673371396,セブン‐イレブン　川崎馬絹西店,4,23,18.32,15.398022019900557,6.249524244500266,13.530066081310302
50046,宮前区,馬絹３丁目,35.579191,139.593971,1920,21.042,12.135,404,0.25225965111781185,宮前休日急患診療所,4,18,21.042,21.174160540174142,7.303798431909874,16.97340374564262
50047,宮前区,馬絹４丁目,35.5799657,139.5988772,4798,18.799,10.192,902,0.20931248758187493,セブン‐イレブン　川崎馬絹東店,3,22,18.799,17.562789127760663,18.257593057775747,18.142093568436987
50048,宮前区,馬絹５丁目,35.583116,139.600006,1932,13.975,7.867,270,0.20062817275264824,セブン‐イレブン　川崎馬絹東店,1,26,13.974999999999998,16.83253633040363,7.349470959884297,13.13035582012674
50049,宮前区,馬絹６丁目,35.58256,139.59614,2592,10.88,5.787,282,0.22586508515662507,セブン‐イレブン　川崎馬絹東店,4,22,10.88,18.954675640419808,9.861459998477583,13.804308255711199
50050,宮前区,野川本町１丁目,35.5793075,139.6138018,2918,24.4,13.811,712,0.28484989843329717,セブン‐イレブン　川崎野川店,1,17,24.4,23.914632268420984,11.102230341782752,20.216522009903215
50051,宮前区,野川本町２丁目,35.5752105,139.6142256,2330,24.034,12.961,560,0.40579939582427654,セブン‐イレブン　川崎野川店,3,13,24.034,34.085119007506,8.864276471036005,23.503530544313204
50052,宮前区,野川本町３丁目,35.575561,139.618075,1295,32.819,21.622,425,0.2947724705975851,セブン‐イレブン　川崎野川東店,1,16,32.819,24.74900852290248,4.925020933241988,21.22280968913359
50053,宮前区,西野川１丁目,35.5773005,139.6030086,3942,28.057,16.92,1106,0.34051025409875124,セブン‐イレブン　川崎野川台店,7,15,28.057,28.595039557409656,14.999619395600213,24.355001641643923
50054,宮前区,西野川２丁目,35.5742637,139.6084884,2865,17.661,10.122,506,0.15420879614085986,野川小学校,7,14,17.661,12.929191013137373,10.900510009895715,13.740129408223664
50055,宮前区,西野川３丁目,35.5706247,139.6061951,3166,19.078,11.529,604,0.3537856592776598,野川中学校,9,13,19.078,29.711351201860857,12.046129253254168,21.221779256720595
50056,宮前区,野川台１丁目,35.5745779,139.5982933,1331,25.995,17.055,346,0.19963677151378523,セブン‐イレブン　川崎野川台西店,6,13,25.995,16.749170683001438,5.062038517165258,16.016779828350153
50057,宮前区,野川台２丁目,35.5753611,139.6022375,1310,19.237,11.374,252,0.15682688708623452,セブン‐イレブン　川崎野川台店,7,16,19.237,13.149342893186752,4.982111593210018,12.525470635237705
50058,宮前区,野川台３丁目,35.5751015,139.6059054,922,30.477,20.824,281,0.09687790766261054,西野川小学校,7,13,30.476999999999997,8.108310781422713,3.505366522036995,13.438034269180182
50059,宮前区,南野川１丁目,35.5693942,139.6007931,1890,20.899,13.228,395,0.39821509153783685,南野川小学校,3,12,20.899,33.44736467338858,7.189617111973814,21.80553100294758
50060,宮前区,南野川２丁目,35.566523,139.6033144,3966,25.895,15.129,1027,0.06967847632745625,南野川小学校,1,11,25.895000000000003,5.8211457937865445,15.09096445154906,14.624247652979335
50061,宮前区,南野川３丁目,35.5704589,139.6126163,3224,31.452,21.681,1014,0.1927678437384579,特別養護老人ホーム　みかど荘,3,17,31.452,16.171571434077983,12.266879805130547,19.584292515170358
51001,宮前区,犬蔵１丁目,35.59051,139.559299,3216,24.534,13.775,789,0.2853963292533571,宮前スポーツセンター,6,15,24.534,23.960580929053137,12.236431453147599,20.615361807565534
51002,宮前区,犬蔵２丁目,35.583435,139.563502,9009,17.272,9.169,1556,0.4986575623267483,株式会社サニクリーン東京　本社,1,11,17.272,41.89344207954196,34.28484433280048,32.22443013165693
51003,宮前区,犬蔵３丁目,35.588909,139.555367,4121,22.276,11.915,918,0.14163387529030885,セブン‐イレブン　川崎犬蔵３丁目店,2,12,22.276,11.871782189501277,15.680901271218694,16.135783257166118
51004,宮前区,五所塚１丁目,35.5891669,139.5786951,582,38.316,25.258,223,0.018473129357135906,宮前区役所,7,18,38.316,1.5153544216371055,2.2113115627616655,12.76433523748334
51005,宮前区,五所塚２丁目,35.5891669,139.5786951,829,29.795,19.3,247,0.018473129357135906,宮前区役所,7,18,29.794999999999998,1.5153544216371055,3.1514044302352135,10.490063097725406
51006,宮前区,潮見台,35.594099,139.532237,1738,23.878,12.888,415,0.2965579651994222,佐川急便（株）　宮前営業所,2,14,23.878,24.89914845371997,6.611098424297785,19.106388908777323
51007,宮前区,神木本町１丁目,35.60325,139.579467,1603,27.698,17.155,444,0.3100682661477975,長尾小学校,6,14,27.698,26.03521217949405,6.097282484585522,20.552669617173276
51008,宮前区,神木本町２丁目,35.603419,139.585331,2055,29.002,18.2,596,0.22400260152643753,セブン‐イレブン　川崎神木本町２丁目店,3,16,29.002,18.79806180182441,7.8176143716221365,18.565109032216405
51009,宮前区,神木本町３丁目,35.599542,139.586328,1168,17.979,10.788,210,0.192367253421372,グリーンフォレスト神木保育園　,6,15,17.979,16.137886312637935,4.441653345512674,13.181350528708975
51010,宮前区,神木本町４丁目,35.597356,139.584064,2057,23.578,13.807,485,0.2810140108502467,向丘中学校,5,23,23.578,23.59207744481619,7.825226459617873,18.857798915811838
51011,宮前区,神木本町５丁目,35.598484,139.58062,1726,27.636,16.222,477,0.05738627602808506,向丘中学校,5,17,27.636,4.787510575487112,6.565425896323361,12.17543199909185
51012,宮前区,白幡台１丁目,35.597064,139.568798,982,34.725,23.523,341,0.11031349875738379,白幡台老人いこいの家,4,14,34.725,9.238092252274459,3.7337291619091113,15.232855649482516
51013,宮前区,白幡台２丁目,35.595752,139.566312,718,35.794,23.12,257,0.12741371488736813,白幡台小学校,6,16,35.794,10.676027300679749,2.728933546471797,15.827290984213437
51014,宮前区,菅生１丁目,35.599855,139.555378,1938,18.111,10.784,351,0.10887418601159837,セブン‐イレブン　川崎菅生１丁目店,3,12,18.111,9.11706230580774,7.372307223871507,11.29181708948455
51015,宮前区,菅生２丁目,35.600109,139.550281,2614,17.789,8.952,465,0.27423583033103216,菅生中学校,4,15,17.789,23.02210901524141,9.945192966430692,17.52910149602577
51016,宮前区,菅生３丁目,35.595648,139.548448,2777,33.597,23.911,933,0.22186600221997638,森建設株式会社 川崎支店,5,17,33.597,18.618397930689365,10.565578138083275,20.69613261370073
51017,宮前区,菅生４丁目,35.593455,139.551518,1243,25.342,17.216,315,0.30079800068253965,北部市場,8,14,25.342,25.255687551314537,4.72710664535282,19.123007014131662
51018,宮前区,菅生５丁目,35.593765,139.556634,1793,30.173,18.07,541,0.13788293096878468,セブン‐イレブン　川崎菅生５丁目店,6,17,30.173,11.556370134850168,6.820430844180558,15.720577307194237
51019,宮前区,菅生６丁目,35.592765,139.561347,1930,30.933,21.295,597,0.3478633332035631,宮前スポーツセンター,5,18,30.933,29.213350465186195,7.34185887188856,23.167797847641047
51020,宮前区,菅生ケ丘,35.596922,139.542145,2758,31.182,19.869,860,0.1726039050362181,稗原小学校,4,14,31.182,14.476011918721552,10.493263302123774,18.292983758125754
51021,宮前区,平１丁目,35.601225,139.57782,2869,22.203,11.642,637,0.17277688537404776,向丘小学校,6,16,22.203,14.490557611510432,10.915734185887189,15.73184330037033
51022,宮前区,平２丁目,35.601855,139.572713,3132,40.102,26.213,1256,0.1954940405707053,平老人いこいの家,6,17,40.102,16.40081379827631,11.916723757326634,22.165942646508515
51023,宮前区,平３丁目,35.603081,139.569094,1550,24.065,17.484,373,0.041243400653096667,平中学校,2,16,24.065,3.430077072466484,5.895562152698485,10.36019947479614
51024,宮前区,平４丁目,35.598097,139.572178,1423,19.325,10.26,275,0.3820270483742033,白幡台老人いこいの家,8,14,19.325,32.08613306946337,5.4121945649691705,20.2556115972761
51025,宮前区,平５丁目,35.598364,139.576281,1446,22.96,12.517,332,0.15273011974653436,サンドラッグ平,7,16,22.96,12.804851028397534,5.499733576920149,13.65986048443506
51026,宮前区,平６丁目,35.596675,139.578087,1434,22.873,13.738,328,0.23050658474133637,平小学校,5,20,22.873,19.344973334863106,5.454061048945726,16.23610764862896
51027,宮前区,南平台,35.594052,139.56976,4215,35.326,21.827,1489,0.16862297620902955,会社事務所,5,20,35.326,14.141260764566013,16.038669407018343,21.06590512793191
