町丁コード,区,町丁名,緯度,経度,総人口,人口,リスク加重人口,高齢者人口,高齢者リスク加重人口,リスク加重高齢化率,最寄りAED距離_km,500m以内AED数,リスク加重人口_norm,距離_norm,リスク加重スコア
40051,高津区,下作延２丁目,35.5983635,139.6066355,5618,5618,15840.177,1060,10610.475,66.98457346783437,0.11498526231947896,10,26.684234377477665,9.66528649859896,19.876655225926182
40052,高津区,下作延３丁目,35.5939164,139.6010918,4106,4106,11649.905999999999,805,7914.92,67.9397756514087,0.26200247231780593,6,19.62533765750113,22.0230741506414,20.58443225475724
40053,高津区,下作延４丁目,35.59895,139.602468,3901,3901,8194.33,493,4708.931,57.46572325010098,0.21068564966547587,10,13.804102207090018,17.709549242079788,15.366281021085925
40054,高津区,下作延５丁目,35.604043,139.598006,3167,3167,9716.976,635,6918.246,71.19752071014686,0.15991618569303667,6,16.36913937415759,13.44203352071246,15.19829703277954
40055,高津区,下作延６丁目,35.607085,139.599078,3030,3030,10483.709,753,7453.8099999999995,71.09897842452513,0.0983429788327336,4,17.660771600044118,8.26639037360358,13.903019109467902
40056,高津区,下作延７丁目,35.6040939,139.6041438,2106,2106,5480.9169999999995,374,3601.805,65.71537208098573,0.20175826938531907,7,9.233108558793361,16.959142743463303,12.32352223266134
40057,高津区,上作延１丁目,35.5999022,139.5951779,3094,3094,9114.766,604,6085.347,66.76361192377291,0.2891434243740206,4,15.354661266718459,24.304454148185776,18.93457841930539
40058,高津区,上作延２丁目,35.6005663,139.5906289,1182,1182,3340.86,204,2148.451,64.30832180935447,0.07243547341654202,6,5.62798580232658,6.088689881728661,5.8122674340874125
40059,高津区,上作延３丁目,35.5979852,139.5896164,1637,1637,7501.642,560,5817.554,77.55040829727679,0.10304396621315808,6,12.637205590816967,8.661540055759009,11.046939376793784
40060,高津区,上作延４丁目,35.5968925,139.5935029,1864,1864,5020.376,338,3331.5699999999997,66.36096579220361,0.3570799429585813,6,8.45728490578507,30.014976545506407,17.080361561673605
40061,高津区,上作延５丁目,35.5960856,139.5976576,3452,3452,11669.973,842,8395.583,71.94175170756608,0.22424662875655887,3,19.65914236380289,18.849440959269216,19.33526180198942
41001,高津区,明津,35.5678808,139.6366588,3367,3367,9957.937,690,6749.37,67.7787979578501,0.2189516068230665,13,16.775060330712012,18.404358668102414,17.42677966566817
41002,高津区,蟹ケ谷,35.5651289,139.6316175,8250,8250,29014.902000000002,2018,19942.515,68.73197434890525,0.3176956391732333,8,48.878269820314856,26.70446029364446,40.0087460096467
41003,高津区,子母口,35.5719091,139.6288304,9905,9905,31819.613,2234,22224.736,69.84602861134735,0.1976017960719357,12,53.60306334282977,16.609763139614493,38.805743261543654
41005,高津区,新作１丁目,35.586338,139.610062,1127,1127,3523.156,241,2575.118,73.09122843268932,0.14705000947748448,6,5.935080173183463,12.360544669391158,8.505265971666542
41006,高津区,新作２丁目,35.5832653,139.6143317,1798,1798,5548.961,401,3842.904,69.25447845101091,0.3945135180784858,1,9.347734932222213,33.16152090173397,18.87324932002692
41007,高津区,新作３丁目,35.5861756,139.6156866,2616,2616,9160.831,667,6718.016,73.33413311521629,0.34115831256201645,5,15.432261994071347,28.676656171195862,20.73001966492115
41008,高津区,新作４丁目,35.5866889,139.6203293,2819,2819,8771.585,633,6254.0289999999995,71.29873335320812,0.08479197358235914,6,14.77654132286321,7.1273370249667405,11.716859603704622
41009,高津区,新作５丁目,35.587628,139.624588,3842,3842,9928.945,629,5924.921,59.673218050860385,0.2630768521681637,5,16.726220641416127,22.113383020252684,18.881085592950747
41010,高津区,新作６丁目,35.5857002,139.6251899,4062,4062,10528.012999999999,638,6131.814,58.24284221533542,0.3158052560432108,5,17.73540576100455,26.545560847096077,21.25946779544116
41012,高津区,千年,35.5779867,139.6228447,13304,13304,38192.868,2536,25151.184999999998,65.85309330527363,0.37827820981786014,3,64.339397297143,31.79683378821478,51.322371893571706
41013,高津区,千年新町,35.581997,139.628216,3085,3085,11004.99,797,7994.469,72.64403693233706,0.05411879097225928,5,18.538917367009088,4.549049235991229,12.942970114601945
41015,高津区,久末,35.5663762,139.6208738,14510,14510,59361.557,4409,45200.026,76.14359913099989,0.23732256262376514,2,100.0,19.948561355343415,67.97942454213737
41016,高津区,末長１丁目,35.5927137,139.6066042,8250,8250,22494.928,1457,14316.282,63.64226638111489,0.06291402874137081,6,37.89477422231361,5.288348265684016,24.852203839661772
41017,高津区,末長２丁目,35.589939,139.613198,3815,3815,10714.969000000001,668,6689.137,62.427964093969834,0.19202716808559064,4,18.05035033026509,16.141178074674347,17.286681428028793
41018,高津区,末長３丁目,35.5903447,139.6202077,4867,4867,13106.784,858,8191.384,62.497283849340924,0.08201861066819814,8,22.079582582377345,6.894217174742123,16.005436419323257
41019,高津区,末長４丁目,35.590903,139.625436,4959,4959,11235.630000000001,694,6508.706999999999,57.92916819083575,0.25650051513522626,5,18.927451650232154,21.560597556685334,19.980710012813425
41020,高津区,北野川,35.579726,139.620171,388,388,1272.097,89,907.111,71.30832004163204,0.2051856690434845,4,2.142964343068023,17.24723879136663,8.184674122387467
41021,高津区,東野川１丁目,35.572079,139.618276,2165,2165,8818.819,674,6922.458,78.49642905699731,0.09321098529003263,4,14.856111338184744,7.835011717777686,12.047671490021921
41022,高津区,東野川２丁目,35.5681441,139.6138797,1935,1935,6391.514,453,4423.574,69.21011203292365,0.36924457192566407,4,10.767092918401719,31.037495620945286,18.875253999419147
50001,宮前区,有馬１丁目,35.578103,139.578515,4186,4186,11343.155999999999,749,7203.139999999999,63.50208002076319,0.36509911395549277,5,19.108589082324777,30.689041930956023,23.740770221777275
50002,宮前区,有馬２丁目,35.578585,139.585061,1856,1856,5630.218,403,3676.92,65.30688509752198,0.0904593170633665,8,9.484619818850101,7.603715452296936,8.732258072228834
50003,宮前区,有馬３丁目,35.5743248,139.5874819,1880,1880,5267.232,362,3366.4649999999997,63.91336094555926,0.35445644128904813,4,8.873136531779313,29.79445354321818,17.24166333635486
50004,宮前区,有馬４丁目,35.575604,139.58013,2516,2516,8484.896999999999,595,5733.576,67.57390219350926,0.28792631591882084,3,14.293589031028953,24.202147977098498,18.257012609456773
50005,宮前区,有馬５丁目,35.573262,139.580892,1802,1802,4801.626,321,3065.567,63.844351892463095,0.20581532741178993,5,8.088780420634857,17.300165822215185,11.773334581266987
50006,宮前区,有馬６丁目,35.570325,139.583039,2730,2730,8985.317000000001,637,6130.694,68.23013589837731,0.23025001850438104,2,15.136592525698072,19.354066340861472,16.82358205176343
50007,宮前区,有馬７丁目,35.570958,139.57781,2788,2788,6626.626,415,3834.249,57.86125548657793,0.0414614276205185,4,11.163160696745202,3.4851125136351415,8.091941423501178
50008,宮前区,有馬８丁目,35.573306,139.574567,3081,3081,8034.67,528,4915.811,61.18248789309331,0.2844653812410017,3,13.535140259208497,23.911233084708922,17.685577389408667
50009,宮前区,有馬９丁目,35.572188,139.570378,1908,1908,4790.089,341,3056.917,63.81754075968108,0.5214954095017239,0,8.069345283514043,43.835204954648205,22.37568915196771
50010,宮前区,梶ケ谷,35.58194,139.605476,2705,2705,8425.375,581,5634.471,66.87501743245849,0.1318343951490406,4,14.193318750045588,11.081569705382364,12.948619132180298
50011,宮前区,けやき平,35.5891669,139.5786951,3022,3022,15168.28,1149,12195.562,80.40174627578077,0.018473129357135906,7,25.552362112065225,1.5527910634870203,15.952533692633942
50012,宮前区,小台１丁目,35.581471,139.577296,3742,3742,9788.854,644,6352.040999999999,64.89054796404155,0.21611876008058722,5,16.49022447305417,18.16623880108319,17.16063020426578
50013,宮前区,小台２丁目,35.582278,139.581834,4741,4741,10903.668,688,6326.718,58.02375861040523,0.16194985718011112,6,18.368231143263305,13.612977319683786,16.466129613831498
50014,宮前区,鷺沼１丁目,35.576974,139.572934,4594,4594,12599.6,828,7975.378,63.29866027492936,0.1888164411819667,3,21.2251845078794,15.87129483254143,19.083628637744212
50015,宮前区,鷺沼２丁目,35.574646,139.569128,1933,1933,5641.843,379,3563.582,63.16343790495411,0.24525155085186937,1,9.50420320006094,20.615046271086076,13.948540428470995
50016,宮前区,鷺沼３丁目,35.579103,139.56924,2871,2871,8310.095,549,5329.594,64.13397199430332,0.259403583755026,4,13.999118992111342,21.804620045910923,17.121319413631173
50017,宮前区,鷺沼４丁目,35.582943,139.567685,4094,4094,9587.223,590,5502.043,57.38932952743458,0.5176475022818705,0,16.150558517189836,43.51176241123271,27.095040074806988
50018,宮前区,神木１丁目,35.593385,139.580384,614,614,3012.221,224,2430.223,80.67877489732659,0.21349146828548232,5,5.0743631943481535,17.94539721318862,10.22277680188434
50019,宮前区,神木２丁目,35.594734,139.5830449,1639,1639,5035.222,349,3396.0099999999998,67.44508980934704,0.28472965331086575,4,8.482294357609252,23.93344693383436,14.662755388099296
50020,宮前区,土橋１丁目,35.587051,139.576673,3168,3168,9099.97,622,5731.384,62.98244939269031,0.27303220046095644,8,15.329736044490879,22.950197160623436,18.3779204909439
50021,宮前区,土橋２丁目,35.584926,139.575955,3611,3611,8548.758,514,4774.2609999999995,55.8474225144752,0.23524408148558937,6,14.401168756405767,19.773851003102042,16.550241655084278
50022,宮前区,土橋３丁目,35.582518,139.573235,2041,2041,7186.447,493,5104.691,71.03219435139506,0.10340872565538699,5,12.106230636773898,8.69220054599137,10.740618600460886
50023,宮前区,土橋４丁目,35.586192,139.570235,3645,3645,10292.469,724,6266.074,60.88018336513814,0.21996591193784318,3,17.33861023894639,18.489617851179915,17.7990132838398
50024,宮前区,土橋５丁目,35.589782,139.568083,1059,1059,2751.27,177,1592.459,57.8808695620568,0.0867762138556853,4,4.634767245070745,7.2941257971701745,5.698510665910517
50025,宮前区,土橋６丁目,35.589136,139.571104,1819,1819,5138.755999999999,335,3221.355,62.687448090549545,0.2845971954978588,3,8.656706898708872,23.9223129616551,14.762949323887364
50026,宮前区,土橋７丁目,35.590547,139.575373,1677,1677,5484.724,364,3739.341,68.17737774954583,0.33789668391088834,4,9.239521800278924,28.402494294018915,16.90471079777492
50028,宮前区,東有馬１丁目,35.576096,139.589251,2089,2089,6574.851,424,4316.009,65.64421003609056,0.39639939554274517,3,11.075940949459934,33.320041616698944,19.97358121635554
50029,宮前区,東有馬２丁目,35.575382,139.594066,3596,3596,9345.188,564,5675.117,60.72769215557783,0.19267635612289086,3,15.74282830890032,16.195746705865847,15.92399566768653
50030,宮前区,東有馬３丁目,35.572447,139.591135,1952,1952,7722.295,565,5641.791,73.05847549206551,0.28163836814471854,3,13.008915854413994,23.673603574981403,17.27479094264096
50031,宮前区,東有馬４丁目,35.569544,139.588441,2327,2327,9477.764,709,7156.892,75.51245209313083,0.1871676810986085,2,15.966164768892433,15.732705432024744,15.872781034145358
50032,宮前区,東有馬５丁目,35.569215,139.595067,2880,2880,14023.512,1070,11411.74,81.37576378870001,0.2422089248799458,2,23.623895175121504,20.359293045555212,22.318054323294987
50034,宮前区,宮崎,35.5743248,139.5874819,5487,5487,14708.768,951,9284.027,63.118998137709426,0.35445644128904813,4,24.778271904155076,29.79445354321818,26.784744559780318
50035,宮前区,宮崎１丁目,35.584751,139.593441,3581,3581,11641.999,841,8086.708,69.4615074266885,0.08192220517270445,8,19.612017589093895,6.886113642905173,14.521656010618406
50036,宮前区,宮崎２丁目,35.588048,139.591687,4656,4656,13059.607,879,8336.713,63.83586427983629,0.008009991228825866,11,22.000108588795943,0.6732937640544189,13.469382658899333
50037,宮前区,宮崎３丁目,35.591563,139.591243,4620,4620,10963.822,723,6450.95,58.8385145253179,0.15819514332536716,10,18.46956608634777,13.297368306891096,16.4006869745651
50038,宮前区,宮崎４丁目,35.59393,139.587005,1124,1124,3132.186,161,1482.233,47.32263665056928,0.26248273628976737,5,5.276455265484361,22.063443575299186,11.991250589410292
50039,宮前区,宮崎５丁目,35.591243,139.58665,2045,2045,6163.032,413,4130.238,67.01633222089387,0.2192439263106374,7,10.382193984568161,18.428930091774486,13.600888427450691
50040,宮前区,宮崎６丁目,35.591282,139.580981,2446,2446,7781.077,524,5462.885,70.20731191838868,0.08455822773503216,8,13.107939537367594,7.1076891106453735,10.707839366678705
50041,宮前区,宮前平１丁目,35.584839,139.585832,3184,3184,8020.919,523,5047.804,62.93298810273487,0.3349289012038009,4,13.51197543554998,28.153032149471297,19.36839812111851
50042,宮前区,宮前平２丁目,35.587782,139.581604,4880,4880,11993.152,740,7071.606,58.96369861734429,0.2106693489634171,9,20.203567099831968,17.70817905817667,19.205411883169848
50043,宮前区,宮前平３丁目,35.587669,139.586497,5884,5884,12420.513,730,6642.281,53.47831446253467,0.15676051464634316,7,20.923495992532676,13.176778094526773,17.824808833330316
50044,宮前区,馬絹１丁目,35.581546,139.587416,4059,4059,8969.555,528,4991.363,55.64783314222389,0.2077239167017076,8,15.11003998766407,17.46059561924394,16.050262240296018
50045,宮前区,馬絹２丁目,35.581163,139.592254,1643,1643,4263.756,301,2833.3509999999997,66.4519967840561,0.18356863673371396,4,7.182688958108023,15.430181489336992,10.48168597059961
50046,宮前区,馬絹３丁目,35.579191,139.593971,1920,1920,5726.648,404,3960.683,69.16232672236883,0.25225965111781185,4,9.647065018863977,21.2041243452226,14.269888749407425
50047,宮前区,馬絹４丁目,35.5799657,139.5988772,4798,4798,13565.617,902,8655.371,63.80373999944122,0.20931248758187493,3,22.852528952365585,17.594125711452527,20.749167656000363
50048,宮前区,馬絹５丁目,35.583116,139.600006,1932,1932,4465.2880000000005,270,2616.451,58.595347041445024,0.20062817275264824,1,7.5221881393710746,16.86415050267059,11.258973084690881
50049,宮前区,馬絹６丁目,35.58256,139.59614,2592,2592,4857.699,282,2716.904,55.9298548551485,0.22586508515662507,4,8.183240544044354,18.98548313090568,12.504137578788885
50050,宮前区,野川本町１丁目,35.5793075,139.6138018,2918,2918,9815.929,712,7001.352,71.3264327808402,0.28484989843329717,1,16.53583479961619,23.943554347035974,19.498922618584103
50051,宮前区,野川本町２丁目,35.5752105,139.6142256,2330,2330,7818.132,560,5312.918,67.95636093123012,0.40579939582427654,3,13.170362091412121,34.11017501271173,21.546287259931965
50052,宮前区,野川本町３丁目,35.575561,139.618075,1295,1295,5809.867,425,4642.4619999999995,79.90651076866303,0.2947724705975851,1,9.787255074862676,24.777613432837782,15.78339841805272
50053,宮前区,西野川１丁目,35.5773005,139.6030086,3942,3942,15088.733999999999,1106,11197.331999999999,74.20988401014955,0.34051025409875124,7,25.418359562233178,28.6221824883173,26.699888732666828
50054,宮前区,西野川２丁目,35.5742637,139.6084884,2865,2865,7770.001,506,4982.902,64.13000461647303,0.15420879614085986,7,13.089280997127483,12.962288951120307,13.038484178724612
50055,宮前区,西野川３丁目,35.5706247,139.6061951,3166,3166,9411.788,604,6057.34,64.35907821128143,0.3537856592776598,9,15.855022131579197,29.738069792923632,21.408241196116972
50056,宮前区,野川台１丁目,35.5745779,139.5982933,1331,1331,4937.544,346,3596.2309999999998,72.83440917184738,0.19963677151378523,6,8.317746786864097,16.78081654477559,11.702974690028693
50057,宮前区,野川台２丁目,35.5753611,139.6022375,1310,1310,4062.911,252,2506.895,61.70194227734744,0.15682688708623452,7,6.844347091502334,13.182357145565318,9.379551113127526
50058,宮前区,野川台３丁目,35.5751015,139.6059054,922,922,4254.998,281,3106.456,73.0072258553353,0.09687790766261054,7,7.167935301966557,8.143241264627045,7.558057687030752
50059,宮前区,南野川１丁目,35.5693942,139.6007931,1890,1890,5911.1630000000005,395,4047.996,68.48053420282946,0.39821509153783685,3,9.957897499218223,33.472663106035206,19.363803741945016
50060,宮前区,南野川２丁目,35.566523,139.6033144,3966,3966,14255.285,1027,10120.469000000001,70.99450484504518,0.06967847632745625,1,24.014338101003652,5.856945689435739,16.751381136376487
50061,宮前区,南野川３丁目,35.5704589,139.6126163,3224,3224,14045.906,1014,10732.869999999999,76.41279957305707,0.1927678437384579,3,23.66161992684929,16.2034368567399,20.678346698805534
51001,宮前区,犬蔵１丁目,35.59051,139.559299,3216,3216,10923.39,789,7677.815,70.28784104568271,0.2853963292533571,6,18.40145466534848,23.989485541356075,20.63666701575152
51002,宮前区,犬蔵２丁目,35.583435,139.563502,9009,9009,25567.899,1556,15170.794,59.335317305500936,0.4986575623267483,1,43.07147637653777,41.91552993278268,42.60909779903574
51003,宮前区,犬蔵３丁目,35.588909,139.555367,4121,4121,12923.123,918,8693.157,67.26823694241709,0.14163387529030885,2,21.770188743533126,11.905282076795057,17.8242260768379
51004,宮前区,五所塚１丁目,35.5891669,139.5786951,582,582,2898.926,223,2340.901,80.75062971597066,0.018473129357135906,7,4.883507351399155,1.5527910634870203,3.5512208362343007
51005,宮前区,五所塚２丁目,35.5891669,139.5786951,829,829,3486.591,247,2648.234,75.95482234652702,0.018473129357135906,7,5.873483069185668,1.5527910634870203,4.145206266906209
51006,宮前区,潮見台,35.594099,139.532237,1738,1738,5822.181,415,3999.7999999999997,68.69934136365737,0.2965579651994222,2,9.807999139914743,24.927696291461082,15.85587800053328
51007,宮前区,神木本町１丁目,35.60325,139.579467,1603,1603,6102.626,444,4461.567,73.10896981070117,0.3100682661477975,6,10.280434524316808,26.063328169097105,16.59359198222893
51008,宮前区,神木本町２丁目,35.603419,139.585331,2055,2055,8012.262,596,6106.891,76.21931234899706,0.22400260152643753,3,13.497391923193657,18.82892882540958,15.630006684080026
51009,宮前区,神木本町３丁目,35.599542,139.586328,1168,1168,3250.388,210,2124.45,65.35988934244158,0.192367253421372,6,5.475577401044248,16.169764539913402,9.75325225659191
51010,宮前区,神木本町４丁目,35.597356,139.584064,2057,2057,6821.862,485,4781.567,70.09181657441911,0.2810140108502467,5,11.492053687203656,23.621122135127017,16.343681066373
51011,宮前区,神木本町５丁目,35.598484,139.58062,1726,1726,6338.541,477,4725.133,74.54606667370298,0.05738627602808506,5,10.677855029981778,4.823703383465369,8.336194371375214
51012,宮前区,白幡台１丁目,35.597064,139.568798,982,982,4716.678,341,3591.106,76.13634002575542,0.11031349875738379,4,7.945677705185529,9.272593275393469,8.476443933268705
51013,宮前区,白幡台２丁目,35.595752,139.566312,718,718,3387.558,257,2686.885,79.31628034117793,0.12741371488736813,6,5.706652876372498,10.709981726315522,7.707984416349708
51014,宮前区,菅生１丁目,35.599855,139.555378,1938,1938,5506.334,351,3493.566,63.44631473499428,0.10887418601159837,3,9.275925831931934,9.15160933563909,9.226199233414796
51015,宮前区,菅生２丁目,35.600109,139.550281,2614,2614,6976.584,465,4354.028,62.409167581154335,0.27423583033103216,4,11.752697120124393,23.05137036576194,16.272166418379413
51016,宮前区,菅生３丁目,35.595648,139.548448,2777,2777,12941.526,933,10243.313,79.15073539241045,0.22186600221997638,5,21.801190288859843,18.649333249306288,20.54044747303842
51017,宮前区,菅生４丁目,35.593455,139.551518,1243,1243,4490.477,315,3320.215,73.9390269675137,0.30079800068253965,8,7.564621325549126,25.284099859030395,14.652412738941635
51018,宮前区,菅生５丁目,35.593765,139.556634,1793,1793,7186.974,541,5508.233,76.64189407113481,0.13788293096878468,6,12.107118416722122,11.5899899186827,11.900267017506353
51019,宮前区,菅生６丁目,35.592765,139.561347,1930,1930,8253.656,597,6424.44,77.83750619119574,0.3478633332035631,5,13.90404230805469,29.240258359618142,20.03852872868007
51020,宮前区,菅生ケ丘,35.596922,139.542145,2758,2758,11301.819,860,8741.344,77.34457612531222,0.1726039050362181,4,19.03895310562693,14.50852186880131,17.226780610896682
51021,宮前区,平１丁目,35.601225,139.57782,2869,2869,9312.487,637,6037.815,64.8356878243159,0.17277688537404776,6,15.687740468128219,14.523062032384212,15.221869093830616
51022,宮前区,平２丁目,35.601855,139.572713,3132,3132,15916.163,1256,12936.431999999999,81.27858454327213,0.1954940405707053,6,26.812239780031376,16.43259207979826,22.660380699938127
51023,宮前区,平３丁目,35.603081,139.569094,1550,1550,5659.378000000001,373,4073.77,71.9826454426617,0.041243400653096667,2,9.533742519590584,3.4667858771423905,7.106959862611307
51024,宮前区,平４丁目,35.598097,139.572178,1423,1423,4300.965,275,2687.126,62.47728126129834,0.3820270483742033,8,7.2453709393101,32.11194894256715,17.19200214061292
51025,宮前区,平５丁目,35.598364,139.576281,1446,1446,4596.808,332,3205.5699999999997,69.73469416168784,0.15273011974653436,7,7.743745670282872,12.83799623132668,9.781445894700397
51026,宮前区,平６丁目,35.596675,139.578087,1434,1434,4941.603,328,3341.118,67.61202791887571,0.23050658474133637,5,8.324584545516554,19.375632462780214,12.745003712422019
51027,宮前区,南平台,35.594052,139.56976,4215,4215,19047.106,1489,15049.133,79.01007638640746,0.16862297620902955,5,32.086601097744115,14.173897962492314,24.921519843643395
51028,宮前区,初山１丁目,35.600965,139.562308,2124,2124,7571.738,550,5378.027999999999,71.02765573769192,0.476169795756636,1,12.755288746890518,40.02528154590805,23.66328586649753
51029,宮前区,初山２丁目,35.596342,139.562868,2746,2746,10012.08,700,7213.789,72.05085257009533,0.16052487036430577,4,16.866269191692528,13.493197570925917,15.517040543385884
51030,宮前区,水沢１丁目,35.590543,139.549837,44,44,105.8,9,78.66799999999999,74.35538752362947,0.08623882467942783,4,0.17822982641779425,7.248954613968076,3.006519741437907
51031,宮前区,水沢２丁目,35.591729,139.542802,967,967,2221.098,111,1169.786,52.66701424250528,0.41109580434312953,2,3.7416437712373343,34.55537385572609,16.067135805032837
51032,宮前区,水沢３丁目,35.594447,139.542682,1346,1346,3658.725,237,2270.0099999999998,62.04374474714551,0.10867422154454182,4,6.163458616828396,9.134800974074707,7.35199555972692
60001,多摩区,生田１丁目,35.620825,139.543013,2478,2478,6902.229,454,4429.124,64.16947336867554,0.006702056014250807,5,11.627439287011963,0.5633529915113196,7.201804768811705
60002,多摩区,生田２丁目,35.620825,139.543013,1559,1559,4838.9259999999995,331,3288.678,67.9629736019935,0.006702056014250807,5,8.151615699702756,0.5633529915113196,5.116310616426181
60003,多摩区,生田３丁目,35.6221066,139.5467248,2251,2251,6460.192,419,4173.999,64.61106728716422,0.23370108087428104,5,10.882787323115531,19.644151399213918,14.387332953554886
60005,多摩区,宿河原１丁目,35.620331,139.575896,3901,3901,11467.931,780,7728.6990000000005,67.39401379376979,0.07512073367502729,4,19.31878404065446,6.31440410977861,14.11703206830412
60006,多摩区,宿河原２丁目,35.613705,139.572656,6443,6443,14737.152,911,8559.169,58.07885404181214,0.174411431249419,7,24.826087361556233,14.660456632891114,20.759835070090183
60007,多摩区,宿河原３丁目,35.613988,139.579678,2923,2923,7331.101,492,4725.362,64.45637565217012,0.1020263033280181,7,12.349913598122097,8.57599862944526,10.840347610651362
60008,多摩区,宿河原４丁目,35.6180974,139.5802808,3257,3257,10569.916,747,7248.036,68.57231410353687,0.12261845113620215,3,17.805995216735976,10.306907479612567,14.806360121886613
60009,多摩区,宿河原５丁目,35.6176888,139.5842862,2543,2543,7136.017,496,4937.581,69.19239402036177,0.3300789280197155,2,12.021276665637325,27.74535920609474,18.31090968182029
60010,多摩区,宿河原６丁目,35.6110089,139.5881327,5280,5280,15337.556999999999,1057,10495.597,68.43069597068164,0.22094624334973775,5,25.837524780557892,18.572021315488332,22.931323394530068
60011,多摩区,宿河原７丁目,35.6167666,139.5884924,2248,2248,7136.092,515,5090.014999999999,71.32776595369006,0.5636234272756764,0,12.021403010032234,47.37634886465642,26.16338135188191
60012,多摩区,菅１丁目,35.6323277,139.5372947,1690,1690,4467.574,287,2941.3489999999997,65.83772311326013,0.05725704174605069,7,7.5260391165278895,4.812840370796559,6.440759618235358
60013,多摩区,菅２丁目,35.632991,139.530962,2273,2273,5701.843,346,3392.916,59.50560196062923,0.0242812704713859,7,9.605278715987858,2.0410044811121772,6.579569022037585
60014,多摩区,菅３丁目,35.63608,139.525548,2111,2111,5641.531,358,3324.92,58.93648373110065,0.26465133788772266,2,9.503677607378123,22.24572915975366,14.60049822832834
60015,多摩区,菅４丁目,35.6359051,139.5285458,2107,2107,4946.771,302,2867.795,57.9730697054705,0.36918237649757046,2,8.333290516621725,31.032267675908663,17.4128813803365
60016,多摩区,菅５丁目,35.6372821,139.529756,2748,2748,7231.398,489,4704.691,65.05921814841335,0.42683707724597786,2,12.18195472871441,35.87853396676658,21.66058642393528
60017,多摩区,菅６丁目,35.6388695,139.5252384,2267,2267,8373.784,612,6006.023999999999,71.7241333189392,0.11722177639535306,2,14.10640896767583,9.853280584670724,12.405157614473787
60018,多摩区,菅稲田堤１丁目,35.6352056,139.5354441,2377,2377,5419.469,315,3123.123,57.62784139922196,0.06435428380134287,10,9.129593753748743,5.409411413298617,7.641520817568693
60019,多摩区,菅稲田堤２丁目,35.636803,139.539364,1731,1731,3812.161,207,2009.788,52.72043861736165,0.22163077557882202,5,6.421935664524433,18.629560864280602,11.3049857444269
60020,多摩区,菅稲田堤３丁目,35.634919,139.542429,1737,1737,6272.816,437,4528.014999999999,72.18472532910258,0.3182871582204049,3,10.5671352252435,26.754181457426363,17.041953718116645
60021,多摩区,菅北浦１丁目,35.6308231,139.5385285,1271,1271,3506.689,235,2300.901,65.61462964066673,0.22595912522676492,4,5.907339997837321,18.99338783279456,11.141759131820217
60022,多摩区,菅北浦２丁目,35.62966,139.535147,2660,2660,6985.866,467,4484.021,64.18704567193244,0.3363253973930651,9,11.768333502438287,28.27041706899201,18.369166929059777
60023,多摩区,菅北浦３丁目,35.6308016,139.5311593,1553,1553,5140.512,351,3651.7909999999997,71.0394412074128,0.03782961233049191,7,8.659665042141668,3.179833953757014,6.4677326067878065
60024,多摩区,菅北浦４丁目,35.6268868,139.529374,1958,1958,8592.051,759,6890.725,80.19883727412699,0.13953932799936164,4,14.474099794922832,11.729221256099432,13.376148379393474
60025,多摩区,菅北浦５丁目,35.627189,139.533957,767,767,2610.059,188,1826.011,69.9605257965433,0.23658847097086433,9,4.396884333744818,19.88685600286265,10.59287300139195
60026,多摩区,菅城下,35.634521,139.524042,2702,2702,8045.879,521,5141.131,63.89769222231655,0.2719576092980473,2,13.554022850175576,22.85987052876759,17.27636192161238
60027,多摩区,菅仙谷１丁目,35.629489,139.522437,1155,1155,3927.51,279,2828.011,72.00518903834745,0.5069470003794208,0,6.616251659301995,42.61231308633901,21.0146762301168
60028,多摩区,菅仙谷２丁目,35.6288702,139.526553,1843,1843,6287.371,472,4475.139999999999,71.17664919089393,0.3880692620057026,1,10.591654460815441,32.61983773332297,19.40292776981845
60029,多摩区,菅仙谷３丁目,35.62358,139.525224,2241,2241,9543.158,821,7547.169,79.08460700325826,0.24842909138349215,3,16.07632697370118,20.88213997491843,17.99865217418808
60030,多摩区,菅仙谷４丁目,35.626393,139.519225,78,78,529.012,37,522.228,98.71760943040991,0.3816338336996913,1,0.8911693471921566,32.07889659822364,13.366260247604751
60031,多摩区,菅野戸呂,35.6396579,139.5314929,1834,1834,4783.601,300,3047.123,63.699355360114694,0.5477741673220247,0,8.058415651058478,46.04411171397537,23.252694076225232
60032,多摩区,菅馬場１丁目,35.620825,139.543013,3178,3178,8290.653,531,5112.708,61.66833903191944,0.006702056014250807,5,13.966367155767156,0.5633529915113196,8.605161490064821
60033,多摩区,菅馬場２丁目,35.6262308,139.5376,2357,2357,6629.483,474,4398.916,66.35383181463773,0.11819912389394849,3,11.167973575895255,9.935433230949581,10.674957437916985
60034,多摩区,菅馬場３丁目,35.622958,139.533815,1747,1747,6015.901,445,4544.013,75.53337397008362,0.04818316185789246,8,10.134338289004111,4.05011959246541,7.70065081038863
60035,多摩区,菅馬場４丁目,35.62054,139.529195,96,96,88.044,3,21.555999999999997,24.483212938985048,0.24947940049611833,5,0.14831821207115575,20.970425536744745,8.477161141940593
60036,多摩区,堰１丁目,35.6160136,139.5942887,3587,3587,11733.116,849,8476.021,72.24015342556915,0.5349429551529182,0,19.765512552172442,44.96556182647632,29.845532261893993
